0,0,0,0,2.51
0,0,0,1,-0.57
0,0,0,2,-0.08
0,0,0,3,0.11
0,0,0,4,0.21
0,0,0,5,0.27
0,0,0,6,0.23
0,0,0,7,-1.08
0,0,0,8,1.05
0,0,0,9,-1.20
0,0,1,0,1.73
0,0,1,1,-1.40
0,0,1,2,1.09
0,0,1,3,-1.62
0,0,1,4,-1.28
0,0,1,5,-1.34
0,0,1,6,1.08
0,0,1,7,-1.89
0,0,1,8,-0.30
0,0,1,9,-0.83
0,0,2,0,-0.29
0,0,2,1,-1.07
0,0,2,2,-0.38
0,0,2,3,0.13
0,0,2,4,-0.77
0,0,2,5,1.21
0,0,2,6,-2.20
0,0,2,7,-0.72
0,0,2,8,-0.82
0,0,2,9,0.50
0,0,3,0,-1.69
0,0,3,1,-0.11
0,0,3,2,-0.30
0,0,3,3,-1.30
0,0,3,4,1.46
0,0,3,5,0.94
0,0,3,6,-0.36
0,0,3,7,1.17
0,0,3,8,0.13
0,0,3,9,-0.07
0,0,4,0,0.60
0,0,4,1,0.07
0,0,4,2,0.16
0,0,4,3,0.53
0,0,4,4,-0.56
0,0,4,5,-3.05
0,0,4,6,0.58
0,0,4,7,0.82
0,0,4,8,-2.37
0,0,4,9,1.14
0,0,5,0,0.52
0,0,5,1,0.37
0,0,5,2,1.28
0,0,5,3,0.70
0,0,5,4,-0.49
0,0,5,5,0.07
0,0,5,6,1.57
0,0,5,7,0.20
0,0,5,8,0.76
0,0,5,9,-0.49
0,0,6,0,-0.15
0,0,6,1,0.25
0,0,6,2,-0.01
0,0,6,3,0.04
0,0,6,4,1.33
0,0,6,5,-0.32
0,0,6,6,1.72
0,0,6,7,0.90
0,0,6,8,2.24
0,0,6,9,0.55
0,0,7,0,-0.40
0,0,7,1,-0.88
0,0,7,2,-2.26
0,0,7,3,0.84
0,0,7,4,-1.20
0,0,7,5,-0.73
0,0,7,6,-1.61
0,0,7,7,2.28
0,0,7,8,-1.30
0,0,7,9,-0.15
0,0,8,0,-1.55
0,0,8,1,0.51
0,0,8,2,-0.92
0,0,8,3,-0.56
0,0,8,4,-0.80
0,0,8,5,-0.35
0,0,8,6,-0.68
0,0,8,7,0.37
0,0,8,8,-0.38
0,0,8,9,0.48
0,0,9,0,0.51
0,0,9,1,-0.17
0,0,9,2,-1.09
0,0,9,3,0.80
0,0,9,4,-0.93
0,0,9,5,1.54
0,0,9,6,-0.85
0,0,9,7,-1.19
0,0,9,8,-1.49
0,0,9,9,-0.03
0,0,10,0,-1.79
0,0,10,1,1.74
0,0,10,2,-1.61
0,0,10,3,0.75
0,0,10,4,-0.17
0,0,10,5,1.06
0,0,10,6,0.75
0,0,10,7,0.56
0,0,10,8,-0.25
0,0,10,9,-0.26
0,0,11,0,2.96
0,0,11,1,-0.01
0,0,11,2,0.07
0,0,11,3,0.43
0,0,11,4,0.40
0,0,11,5,0.68
0,0,11,6,0.30
0,0,11,7,-0.40
0,0,11,8,-1.27
0,0,11,9,-0.74
0,0,12,0,0.11
0,0,12,1,-0.93
0,0,12,2,-0.55
0,0,12,3,-0.09
0,0,12,4,-0.67
0,0,12,5,-0.80
0,0,12,6,1.84
0,0,12,7,0.09
0,0,12,8,-0.34
0,0,12,9,0.08
0,0,13,0,-0.17
0,0,13,1,-1.54
0,0,13,2,-0.11
0,0,13,3,0.66
0,0,13,4,-1.79
0,0,13,5,-0.41
0,0,13,6,-0.72
0,0,13,7,0.47
0,0,13,8,-0.60
0,0,13,9,-1.32
0,0,14,0,-1.91
0,0,14,1,-0.56
0,0,14,2,0.41
0,0,14,3,1.28
0,0,14,4,1.72
0,0,14,5,-0.29
0,0,14,6,0.79
0,0,14,7,-1.14
0,0,14,8,-0.59
0,0,14,9,1.16
0,0,15,0,-0.82
0,0,15,1,0.31
0,0,15,2,-0.48
0,0,15,3,-0.89
0,0,15,4,-1.18
0,0,15,5,1.06
0,0,15,6,0.93
0,0,15,7,0.51
0,0,15,8,-1.59
0,0,15,9,0.39
0,0,16,0,-1.93
0,0,16,1,0.38
0,0,16,2,0.30
0,0,16,3,-2.03
0,0,16,4,-1.94
0,0,16,5,-0.79
0,0,16,6,0.17
0,0,16,7,-1.21
0,0,16,8,0.22
0,0,16,9,-0.70
0,0,17,0,0.34
0,0,17,1,1.11
0,0,17,2,-1.16
0,0,17,3,1.62
0,0,17,4,1.73
0,0,17,5,0.10
0,0,17,6,-0.77
0,0,17,7,1.17
0,0,17,8,-0.13
0,0,17,9,-0.13
0,0,18,0,0.51
0,0,18,1,-0.21
0,0,18,2,-2.56
0,0,18,3,-2.45
0,0,18,4,-0.98
0,0,18,5,0.22
0,0,18,6,0.40
0,0,18,7,0.49
0,0,18,8,-0.75
0,0,18,9,-0.38
0,0,19,0,0.24
0,0,19,1,-0.21
0,0,19,2,0.10
0,0,19,3,0.02
0,0,19,4,-0.49
0,0,19,5,0.50
0,0,19,6,1.43
0,0,19,7,-0.44
0,0,19,8,0.99
0,0,19,9,-1.27
0,0,20,0,-0.39
0,0,20,1,0.38
0,0,20,2,1.49
0,0,20,3,1.32
0,0,20,4,-0.40
0,0,20,5,-1.20
0,0,20,6,0.96
0,0,20,7,-0.51
0,0,20,8,-1.50
0,0,20,9,-0.93
0,0,21,0,0.06
0,0,21,1,-0.28
0,0,21,2,-1.69
0,0,21,3,0.33
0,0,21,4,-0.40
0,0,21,5,0.13
0,0,21,6,0.53
0,0,21,7,0.18
0,0,21,8,1.54
0,0,21,9,0.71
0,0,22,0,1.62
0,0,22,1,-0.70
0,0,22,2,0.10
0,0,22,3,1.78
0,0,22,4,-0.72
0,0,22,5,-0.68
0,0,22,6,-0.08
0,0,22,7,-0.83
0,0,22,8,-0.22
0,0,22,9,-0.36
0,0,23,0,-0.27
0,0,23,1,-0.73
0,0,23,2,-1.41
0,0,23,3,0.28
0,0,23,4,-0.32
0,0,23,5,0.77
0,0,23,6,-1.05
0,0,23,7,-0.36
0,0,23,8,-0.10
0,0,23,9,0.35
0,0,24,0,-0.84
0,0,24,1,-1.02
0,0,24,2,-0.16
0,0,24,3,0.24
0,0,24,4,-0.72
0,0,24,5,0.02
0,0,24,6,1.38
0,0,24,7,0.26
0,0,24,8,1.92
0,0,24,9,2.02
0,0,25,0,-0.74
0,0,25,1,2.05
0,0,25,2,0.79
0,0,25,3,0.13
0,0,25,4,-0.08
0,0,25,5,0.27
0,0,25,6,0.50
0,0,25,7,-0.49
0,0,25,8,0.15
0,0,25,9,0.54
0,0,26,0,-0.96
0,0,26,1,1.44
0,0,26,2,2.28
0,0,26,3,-0.70
0,0,26,4,1.31
0,0,26,5,1.14
0,0,26,6,0.11
0,0,26,7,-0.93
0,0,26,8,-2.23
0,0,26,9,0.69
0,0,27,0,1.04
0,0,27,1,-0.70
0,0,27,2,1.22
0,0,27,3,-0.45
0,0,27,4,0.23
0,0,27,5,-0.80
0,0,27,6,1.67
0,0,27,7,1.70
0,0,27,8,-0.84
0,0,27,9,0.10
0,0,28,0,0.07
0,0,28,1,1.20
0,0,28,2,-1.54
0,0,28,3,-0.37
0,0,28,4,-0.21
0,0,28,5,0.20
0,0,28,6,-0.69
0,0,28,7,-0.99
0,0,28,8,-1.29
0,0,28,9,-0.33
0,0,29,0,1.45
0,0,29,1,-2.37
0,0,29,2,-0.75
0,0,29,3,-1.19
0,0,29,4,1.05
0,0,29,5,-0.68
0,0,29,6,-0.98
0,0,29,7,0.32
0,0,29,8,-1.96
0,0,29,9,0.33
0,1,0,0,-0.12
0,1,0,1,1.29
0,1,0,2,-0.48
0,1,0,3,0.33
0,1,0,4,-0.31
0,1,0,5,0.16
0,1,0,6,-0.39
0,1,0,7,-0.13
0,1,0,8,0.44
0,1,0,9,1.80
0,1,1,0,0.08
0,1,1,1,0.98
0,1,1,2,0.01
0,1,1,3,-0.23
0,1,1,4,0.06
0,1,1,5,1.62
0,1,1,6,-0.08
0,1,1,7,0.72
0,1,1,8,1.07
0,1,1,9,-0.25
0,1,2,0,1.61
0,1,2,1,-0.66
0,1,2,2,0.01
0,1,2,3,-0.97
0,1,2,4,0.76
0,1,2,5,0.22
0,1,2,6,-0.67
0,1,2,7,-1.11
0,1,2,8,-0.41
0,1,2,9,2.14
0,1,3,0,0.10
0,1,3,1,1.06
0,1,3,2,0.54
0,1,3,3,1.19
0,1,3,4,-1.20
0,1,3,5,1.13
0,1,3,6,-0.72
0,1,3,7,0.80
0,1,3,8,0.50
0,1,3,9,0.91
0,1,4,0,0.61
0,1,4,1,1.64
0,1,4,2,-0.17
0,1,4,3,-0.44
0,1,4,4,-0.10
0,1,4,5,-1.39
0,1,4,6,-0.04
0,1,4,7,1.04
0,1,4,8,-1.33
0,1,4,9,-2.01
0,1,5,0,-1.88
0,1,5,1,1.99
0,1,5,2,-2.07
0,1,5,3,0.26
0,1,5,4,1.90
0,1,5,5,0.41
0,1,5,6,0.26
0,1,5,7,-0.96
0,1,5,8,-0.14
0,1,5,9,0.21
0,1,6,0,1.17
0,1,6,1,0.48
0,1,6,2,0.66
0,1,6,3,0.72
0,1,6,4,-0.55
0,1,6,5,0.08
0,1,6,6,0.01
0,1,6,7,0.59
0,1,6,8,-0.18
0,1,6,9,-0.70
0,1,7,0,0.90
0,1,7,1,-1.37
0,1,7,2,-1.37
0,1,7,3,-1.28
0,1,7,4,-1.24
0,1,7,5,0.93
0,1,7,6,0.22
0,1,7,7,-0.88
0,1,7,8,0.19
0,1,7,9,-0.78
0,1,8,0,-1.93
0,1,8,1,1.43
0,1,8,2,0.25
0,1,8,3,0.39
0,1,8,4,0.86
0,1,8,5,1.64
0,1,8,6,0.23
0,1,8,7,1.06
0,1,8,8,-3.22
0,1,8,9,1.78
0,1,9,0,1.44
0,1,9,1,-0.18
0,1,9,2,0.45
0,1,9,3,-0.29
0,1,9,4,1.63
0,1,9,5,0.12
0,1,9,6,0.73
0,1,9,7,1.22
0,1,9,8,1.11
0,1,9,9,0.57
0,1,10,0,-1.44
0,1,10,1,-2.02
0,1,10,2,-0.38
0,1,10,3,-0.18
0,1,10,4,-0.11
0,1,10,5,-0.41
0,1,10,6,0.21
0,1,10,7,-1.37
0,1,10,8,0.84
0,1,10,9,-0.41
0,1,11,0,-1.05
0,1,11,1,-0.54
0,1,11,2,0.16
0,1,11,3,0.38
0,1,11,4,0.23
0,1,11,5,0.09
0,1,11,6,-0.05
0,1,11,7,-0.81
0,1,11,8,-0.48
0,1,11,9,-0.55
0,1,12,0,0.18
0,1,12,1,-1.70
0,1,12,2,-2.08
0,1,12,3,1.52
0,1,12,4,1.52
0,1,12,5,0.88
0,1,12,6,0.30
0,1,12,7,1.38
0,1,12,8,-1.50
0,1,12,9,0.22
0,1,13,0,-0.89
0,1,13,1,-0.12
0,1,13,2,1.63
0,1,13,3,-0.27
0,1,13,4,1.59
0,1,13,5,2.18
0,1,13,6,-0.65
0,1,13,7,0.95
0,1,13,8,-0.48
0,1,13,9,-0.94
0,1,14,0,1.55
0,1,14,1,-1.48
0,1,14,2,-0.73
0,1,14,3,-0.70
0,1,14,4,0.31
0,1,14,5,0.41
0,1,14,6,-0.83
0,1,14,7,-0.36
0,1,14,8,0.17
0,1,14,9,1.07
0,1,15,0,0.99
0,1,15,1,-0.26
0,1,15,2,-1.75
0,1,15,3,-0.94
0,1,15,4,-0.05
0,1,15,5,2.08
0,1,15,6,-1.03
0,1,15,7,-0.77
0,1,15,8,1.16
0,1,15,9,-0.55
0,1,16,0,-0.26
0,1,16,1,-1.38
0,1,16,2,-0.41
0,1,16,3,-1.13
0,1,16,4,-1.80
0,1,16,5,0.31
0,1,16,6,-0.84
0,1,16,7,-0.08
0,1,16,8,-0.65
0,1,16,9,2.33
0,1,17,0,1.51
0,1,17,1,0.73
0,1,17,2,1.30
0,1,17,3,0.03
0,1,17,4,-0.24
0,1,17,5,-1.83
0,1,17,6,-0.17
0,1,17,7,0.08
0,1,17,8,-1.14
0,1,17,9,-0.14
0,1,18,0,-1.65
0,1,18,1,-0.79
0,1,18,2,-2.00
0,1,18,3,-0.52
0,1,18,4,-0.72
0,1,18,5,-0.10
0,1,18,6,-0.92
0,1,18,7,-0.70
0,1,18,8,0.55
0,1,18,9,-1.16
0,1,19,0,0.10
0,1,19,1,-1.91
0,1,19,2,-0.21
0,1,19,3,0.57
0,1,19,4,0.71
0,1,19,5,0.98
