0,0,0,0,-1.03
0,0,0,1,0.47
0,0,0,2,-0.81
0,0,0,3,0.61
0,0,0,4,-0.48
0,0,0,5,0.03
0,0,0,6,0.14
0,0,0,7,0.04
0,0,0,8,0.84
0,0,0,9,1.22
0,0,0,10,-0.84
0,0,0,11,0.66
0,0,0,12,2.15
0,0,0,13,-0.15
0,0,0,14,-0.64
0,0,0,15,-1.40
0,0,0,16,0.14
0,0,0,17,1.57
0,0,0,18,0.27
0,0,0,19,0.50
0,0,0,20,1.14
0,0,0,21,-0.20
0,0,0,22,-0.28
0,0,0,23,-0.44
0,0,0,24,0.10
0,0,0,25,1.44
0,0,0,26,1.91
0,0,0,27,-0.30
0,0,0,28,-0.41
0,0,0,29,0.95
0,0,1,0,-0.32
0,0,1,1,-0.24
0,0,1,2,0.26
0,0,1,3,-1.62
0,0,1,4,1.36
0,0,1,5,0.44
0,0,1,6,0.45
0,0,1,7,0.17
0,0,1,8,-1.05
0,0,1,9,-0.39
0,0,1,10,0.32
0,0,1,11,-0.99
0,0,1,12,-1.24
0,0,1,13,-0.15
0,0,1,14,1.11
0,0,1,15,-0.20
0,0,1,16,1.42
0,0,1,17,1.44
0,0,1,18,-0.44
0,0,1,19,0.88
0,0,1,20,-0.39
0,0,1,21,-0.48
0,0,1,22,-0.53
0,0,1,23,1.37
0,0,1,24,0.40
0,0,1,25,-0.63
0,0,1,26,-1.13
0,0,1,27,-0.94
0,0,1,28,-1.62
0,0,1,29,0.94
0,0,2,0,1.45
0,0,2,1,0.23
0,0,2,2,0.77
0,0,2,3,0.44
0,0,2,4,-0.23
0,0,2,5,-1.30
0,0,2,6,-0.64
0,0,2,7,0.66
0,0,2,8,-0.54
0,0,2,9,-2.26
0,0,2,10,-1.24
0,0,2,11,0.81
0,0,2,12,0.65
0,0,2,13,0.10
0,0,2,14,-1.28
0,0,2,15,0.24
0,0,2,16,-0.56
0,0,2,17,1.12
0,0,2,18,-0.13
0,0,2,19,-0.76
0,0,2,20,-0.73
0,0,2,21,0.93
0,0,2,22,-0.56
0,0,2,23,1.34
0,0,2,24,0.22
0,0,2,25,0.81
0,0,2,26,-0.74
0,0,2,27,0.69
0,0,2,28,-0.51
0,0,2,29,-1.86
0,0,3,0,0.18
0,0,3,1,-0.08
0,0,3,2,0.37
0,0,3,3,0.53
0,0,3,4,0.76
0,0,3,5,-0.13
0,0,3,6,1.29
0,0,3,7,-0.19
0,0,3,8,1.21
0,0,3,9,0.17
0,0,3,10,-2.86
0,0,3,11,-1.97
0,0,3,12,-0.19
0,0,3,13,-0.04
0,0,3,14,0.01
0,0,3,15,1.60
0,0,3,16,0.91
0,0,3,17,-1.51
0,0,3,18,-0.64
0,0,3,19,-0.99
0,0,3,20,-0.25
0,0,3,21,-0.10
0,0,3,22,0.20
0,0,3,23,0.29
0,0,3,24,-1.41
0,0,3,25,-0.18
0,0,3,26,1.70
0,0,3,27,-0.62
0,0,3,28,0.03
0,0,3,29,-0.27
0,0,4,0,0.92
0,0,4,1,-0.14
0,0,4,2,1.60
0,0,4,3,1.24
0,0,4,4,-0.73
0,0,4,5,-0.25
0,0,4,6,1.02
0,0,4,7,-0.56
0,0,4,8,-0.56
0,0,4,9,-1.47
0,0,4,10,-0.09
0,0,4,11,-0.33
0,0,4,12,-0.70
0,0,4,13,-0.71
0,0,4,14,-0.16
0,0,4,15,0.36
0,0,4,16,0.71
0,0,4,17,-0.10
0,0,4,18,0.16
0,0,4,19,-0.41
0,0,4,20,1.78
0,0,4,21,1.46
0,0,4,22,-1.34
0,0,4,23,1.26
0,0,4,24,0.77
0,0,4,25,1.45
0,0,4,26,-0.41
0,0,4,27,-0.58
0,0,4,28,-0.35
0,0,4,29,-0.62
0,0,5,0,-1.84
0,0,5,1,0.18
0,0,5,2,-0.65
0,0,5,3,0.46
0,0,5,4,-0.47
0,0,5,5,0.23
0,0,5,6,0.64
0,0,5,7,-1.21
0,0,5,8,0.16
0,0,5,9,0.73
0,0,5,10,0.13
0,0,5,11,-1.14
0,0,5,12,0.67
0,0,5,13,-0.58
0,0,5,14,-0.48
0,0,5,15,0.64
0,0,5,16,-0.19
0,0,5,17,0.45
0,0,5,18,0.38
0,0,5,19,-0.87
